simulation,final_pnl
119,10.780044005649742
120,-0.7660898563087954
121,19.44066414392904
122,4.8246077703252155
123,0.0
124,10.747810102341077
125,8.999878788316138
126,9.327006565119788
127,0.0
128,-0.2980471266475888
129,12.669908239857847
130,9.117901281664231
131,8.66906098664984
132,27.88562967069052
133,6.012671212347712
134,0.0
135,13.38653726325002
136,5.766254286458292
137,9.791151069367515
138,18.534613264214343
139,11.373903549414706
140,8.441913954166765
141,12.758972007772769
142,-9.646304184978192
143,11.84423315464474
144,12.270260197515483
145,0.0
146,8.788627840535966
147,12.89457716723561
148,9.266957880424414
149,10.189085597438677
150,11.478544622542728
151,9.756259066680272
152,5.6794972852927685
153,0.0
154,0.0
155,0.0
156,12.513444948786386
157,11.108206108352533
158,5.085960311900109
159,0.0
160,0.0
161,12.88325866992298
162,11.87435912244868
163,11.299537857633425
164,5.529654592752138
165,11.447202872189493
166,-4.926229925999436
167,4.094920575060058
168,-9.42746249431103
169,0.0
170,9.901455302105447
171,-9.786261222920686
172,0.0
173,40.10818128364207
174,10.647936294714697
175,0.0
176,9.905497459833313
177,5.834587927987059
178,10.534445482970568
179,11.46581954555458
180,11.890744197915922
181,4.759312640364612
182,10.368730822981249
183,5.1280432832704435
184,-3.6396446772347133
185,8.610881890708086
186,9.441622029599628
187,-8.018443562955767
188,-10.100016015833205
189,11.179690803113715
190,9.246981890239383
191,0.0
192,-0.35867681452928935
193,-9.4768929829645
194,6.340831032492758
195,4.91099311346855
196,0.0
197,0.0
198,5.722717850170568
199,-8.714839965457202
200,13.106403642718789
201,-33.66684947041095
202,3.7363970215932625
203,8.829229740491058
204,17.54648711037737
205,0.0
206,6.371048826478969
207,11.158306891551959
208,-35.56832642729147
209,0.0
210,11.306086054166258
211,0.0
212,5.681524555041321
213,10.055925672207593
214,10.674690744064122
215,15.714692007499906
216,11.608320069710715
217,10.266315853668715
218,38.64799535072066
219,18.40466424033056
220,9.56888537597095
221,8.922456088341193
222,11.075433867302252
223,36.78430414647568
224,0.0
225,9.840620908127647
226,-7.697280696556106
227,9.569048890144359
228,11.294180489613368
229,0.0
230,9.589334471447273
231,5.1706497855734455
232,9.486738505338735
233,18.370058114528447
234,4.937272951902159
235,4.786046893847498
236,17.087405221654535
237,8.51105702059985
238,6.862119497185773
239,18.138243261455727
240,8.664028069808126
241,10.985022731821147
242,-35.419328349056315
243,18.825183381681143
244,11.697904299590732
245,-9.24586117658238
246,0.0
247,11.56933632160164
248,9.230546139913884
249,5.238680471684262
250,0.0
251,10.993427640094183
252,9.964795837054169
253,12.163205365191018
254,9.358135281357079
255,0.0
256,10.871228112311087
257,10.013720925090198
258,4.846085872277669
259,-10.99916089375236
260,1.1564882445552627
261,10.168832223549089
262,12.496935285928132
263,-7.63307776270878
264,7.7020952283723005
265,8.514968910325067
266,5.413378781808376
267,9.837975340532196
268,11.723045570921414
269,4.83708145417603
270,19.068783101673674
271,0.0
272,0.0
273,9.644287797785324
274,18.063634291793846
275,-38.496549829225216
276,2.8993036068829525
277,14.019890885743962
278,-32.06256491532872
279,9.665912576462745
280,9.05785087509986
281,12.397434156216633
282,0.0
283,10.513667608043534
284,11.38405267139703
285,4.777673560892026
286,10.916731649670524
287,11.572073214444174
288,8.879362125069719
289,12.329565188888523
290,0.0
291,37.41705045127571
292,13.033208835109122
293,8.67908202254199
294,13.416824670144962
